2454018.286134	6.898	0.007		V	MIQ	H	98		AAVSO 1946		No	1.069	G				KHI CYG
2454018.28958	6.3			Vis.	ACO		61		9/94		No		G				KHI CYG
2454018.3	5.9			Vis.	WWJ		51	61	SB10/93		No		G				KHI CYG
2454018.3	6.3			Vis.	DAT						No		G				KHI CYG
2454018.3	6.2			Vis.	VIA						No		G				KHI CYG
2454018.3	6.2			Vis.	VPZ	         					No		G				KHI CYG
2454018.31	6.3			Vis.	MEZ	         					No		G				KHI CYG
2454018.3549	6.2			Vis.	COV		40	51	S	20	No		G				KHI CYG
2454018.37431	6.4			Vis.	SSW	M	60	64	1994		No		G				KHI CYG
2454018.37500	6.4			Vis.	CXO	O	6.1	6.2	9/94	10x50	No		G				KHI CYG
2454018.4	6.4			Vis.	JLR		61	62	A		No		G				KHI CYG
2454018.4	6.2			Vis.	VFK		61	64	SB1953		No		G				KHI CYG
2454018.4	6.4			Vis.	VED						No		G				KHI CYG
2454018.4	6.4			Vis.	DMO	         					No		G				KHI CYG
2454018.5	6.5			Vis.	BRJ		64	69	9/94		No		G				KHI CYG
2454018.6	6.3			Vis.	WEF	M					No		G				KHI CYG
2454018.67847	6.2			Vis.	ERB		6.1	6.4	1946+32 (a		No		G				KHI CYG
2454019.23	6.4			Vis.	MEZ	         					No		G				KHI CYG
2454019.2764	6.4			Vis.	RKE		57	64	AAVSO		No		G				KHI CYG
2454019.29	6.3			Vis.	SAC		61/64		S/b/1953		No		G				KHI CYG
2454019.3000	6.2			Vis.	KOS					010061912	No		G				KHI CYG
2454019.31	6.4			Vis.	PPS	         					No		G				KHI CYG
2454019.33	6.4			Vis.	KAF	         					No		G				KHI CYG
2454019.4	6.3			Vis.	VFK		61	64	SB1953		No		G				KHI CYG
2454019.4	6.4			Vis.	MOI						No		G				KHI CYG
2454019.5	6.4			Vis.	WEF	M					No		G				KHI CYG
2454019.90	6.6			Vis.	KIL	         					No		G				KHI CYG
2454020.2431	6.4			Vis.	RZM		60	68	9/94		No		G				KHI CYG
2454020.26	6.3			Vis.	CTI	         					No		G				KHI CYG
2454020.287	5.47			Vis.	LCR		48	50	AAVSO STAN		No		D				KHI CYG
2454020.3563	6.4			Vis.	FMR		61	64	S B 93		No		G				KHI CYG
2454020.358	6.0			Vis.	PYG		C+1		45.01		No		G				KHI CYG
2454020.4	6.7			Vis.	CMG						No		G				KHI CYG
2454020.44	5.8			Vis.	MED						No		G				KHI CYG
2454021.24	6.3			Vis.	MEZ	         					No		G				KHI CYG
2454021.2465	6.2			Vis.	SJZ		61	64	SA1994		No		G				KHI CYG
2454021.3	6.3			Vis.	VIA						No		G				KHI CYG
2454021.3	6.7			Vis.	SGX	         					No		G				KHI CYG
2454021.3049	6.6			Vis.	MKW		51	64	S&T 2005		No		G				KHI CYG
2454021.30972	6.5			Vis.	GFT		64	69	SB1997		No		G				KHI CYG
2454021.32222	6.3			Vis.	RFC		6.1	6.4	AAVSO 9/94		No		G				KHI CYG
2454021.32292	6.2			Vis.	PGU	H	61	64	10/93		No		G				KHI CYG
2454021.36597	6.3			Vis.	CUU		61	64	9/94		No		G				KHI CYG
2454021.37431	6.4			Vis.	SSW		60	64	1994		No		G				KHI CYG
2454021.39	6.5			Vis.	PPS	         					No		G				KHI CYG
2454021.45833	6.4			Vis.	CXO	O	6.2	6.4	9/94	10x50	No		G				KHI CYG
2454021.5	6.3			Vis.	SWV						No		G				KHI CYG
