2455801.580510	12.510000	0.007000		V	ROE		ENSEMBLE	141	5248AU		No	1.399	P		13.980		PTF11KLY		STD		
2455801.580970	12.463000	0.007000		V	ROE		ENSEMBLE	141	5248AU		No	1.402	P		13.973		PTF11KLY		STD		
2455801.581420	12.505000	0.007000		V	ROE		ENSEMBLE	141	5248AU		No	1.404	P		14.054		PTF11KLY		STD		
2455801.581890	12.516000	0.007000		V	ROE		ENSEMBLE	141	5248AU		No	1.406	P		14.015		PTF11KLY		STD		
2455801.582340	12.496000	0.007000		V	ROE		ENSEMBLE	141	5248AU		No	1.409	P		14.069		PTF11KLY		STD		
2455801.584720	12.100000			Vis.	CKB		117	119	110826		No		P				SN 2011FE		STD		
2455801.601030	12.453000	0.016000		V	HOA		ENSEMBLE	140	5252ATR		No		P		13.993		SN 2011FE		STD		
2455801.602220	12.437000	0.029000		V	HOA		ENSEMBLE	140	5252ATV		No		P		14.026		SN 2011FE		STD		
2455801.603430	12.394000	0.017000		V	HOA		ENSEMBLE	140	5252ATX		No		P		13.825		SN 2011FE		STD		
2455801.604620	12.421000	0.015000		V	HOA		ENSEMBLE	140	5252ATY		No		P		13.911		SN 2011FE		STD		
2455801.605820	12.468000	0.016000		V	HOA		ENSEMBLE	140	5252AUC		No		P		13.882		SN 2011FE		STD		
2455801.626852	12.399000	0.005000		V	STIA		000-BKD-533	000-BKD-538	5258CH		No	1.588	P	14.831	16.538		SN 2011FE		STD		
2455801.631250	12.500000			Vis.	WLY		119	128	5249TH		No		P				SN 2011FE		STD		
2455801.677080	12.400000			Vis.	SGE		119	128	5249ANB	18.5 inch telescope at SSSP	No		P				SN 2011FE		STD		
2455801.685950	12.409000	0.005200		V	TDW		140	138	5249cnh		No	1.491	P	13.991	13.801		PTF11KLY		STD		
2455801.696530	12.500000			Vis.	HUZ		119	128	5252FTP	FROM SASK SUMMER STAR PARTY	No		P				SN 2011FE		STD		
2455801.706900	12.300000			Vis.	KRB	Y	121	125	5247FBO	NEW SN USED TT ARI SEQ	No		P				SN 2011FE		STD		
2455801.736810	12.500000			Vis.	PAH	S	119	128	5249anb	from SSSP - large gap in sequence	No		P				SN 2011FE		STD		
2455801.752000	12.391000	0.025000		V	DJX		ensemble	000-BKD-529	5252fbo	DSLR + 100mm F9 scope - average of 20 x 60s Green taken at SSSP	Yes	1.951	P	NA	12.759		SN 2011FE		STD		
2455802.285792	12.109000	0.047000		V	NRU		140	138	5252DNR		No	1.266	P	16.079	15.784		PTF11KLY		STD		
2455802.289555	12.082000	0.043000		V	NRU		140	138	5252DNR		No	1.280	P	16.097	15.855		PTF11KLY		STD		
2455802.293153	12.200000	0.037000		V	NRU		140	138	5252DNR		No	1.292	P	15.991	15.854		PTF11KLY		STD		
2455802.296707	12.143000	0.037000		V	NRU		140	138	5252DNR		No	1.306	P	16.042	15.822		PTF11KLY		STD		
2455802.300000	12.000000			Vis.	HCS		000		999999		No		P				SN 2011FE		STD		
2455802.300183	12.048000	0.038000		V	NRU		140	138	5252DNR		No	1.319	P	16.140	15.816		PTF11KLY		STD		
2455802.303696	12.101000	0.039000		V	NRU		140	138	5252DNR		No	1.332	P	16.101	15.788		PTF11KLY		STD		
2455802.307688	12.149000	0.034000		V	NRU		140	138	5252DNR		No	1.348	P	16.048	15.847		PTF11KLY		STD		
2455802.311304	12.141000	0.035000		V	NRU		140	138	5252DNR		No	1.363	P	16.061	15.852		PTF11KLY		STD		
2455802.314910	12.129000	0.035000		V	NRU		140	138	5252DNR		No	1.378	P	16.065	15.799		PTF11KLY		STD		
2455802.322149	12.177000	0.034000		V	NRU		140	138	5252DNR		No	1.410	P	16.027	15.844		PTF11KLY		STD		
2455802.326047	12.120000	0.034000		V	NRU		140	138	5252DNR		No	1.427	P	16.078	15.831		PTF11KLY		STD		
2455802.327100	12.100000			Vis.	KWO		119	123	5249axn	COMP 123 FROM TASS4-V	No		P				SN 2011FE		STD		
2455802.327780	12.200000			Vis.	SJZ		119	128	5249TH		No		P				SN 2011FE		STD		
2455802.330080	12.109000	0.034000		V	NRU		140	138	5252DNR		No	1.446	P	16.078	15.882		PTF11KLY		STD		
2455802.334148	12.102000	0.034000		V	NRU		140	138	5252DNR		No	1.465	P	16.092	15.858		PTF11KLY		STD		
2455802.338148	12.093000	0.035000		V	NRU		140	138	5252DNR		No	1.486	P	16.108	15.837		PTF11KLY		STD		
2455802.342169	12.023000	0.038000		V	NRU		140	138	5252DNR		No	1.506	P	16.184	15.888		PTF11KLY		STD		
2455802.342510	12.020000	0.009000		V	ATE		138	140	110825		No	1.38	P		13.876		SN 2011FE		STD		
2455802.343410	12.028000	0.009000		V	ATE		138	140	110825		No	1.38	P		13.875		SN 2011FE		STD		
2455802.344490	12.023000	0.008000		V	ATE		138	140	110825		No	1.39	P		13.881		SN 2011FE		STD		
2455802.345380	12.039000	0.009000		V	ATE		138	140	110825		No	1.39	P		13.900		SN 2011FE		STD		
2455802.346190	12.061000	0.009000		V	ATE		138	140	110825		No	1.39	P		13.934		SN 2011FE		STD		
2455802.346198	12.082000	0.035000		V	NRU		140	138	5252DNR		No	1.528	P	16.138	15.864		PTF11KLY		STD		
2455802.346940	12.067000	0.009000		V	ATE		138	140	110825		No	1.40	P		13.926		SN 2011FE		STD		
2455802.347220	12.100000			Vis.	OJR		123		5252brd		No		P				SN 2011FE		STD		
2455802.347680	12.047000	0.009000		V	ATE		138	140	110825		No	1.40	P		13.910		SN 2011FE		STD		
