2448297.300000	8.800000			Vis.	PPS						No		G				AA CAS		STD		
2448302.370000	8.700000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448304.310000	8.500000			Vis.	VED						No		G				AA CAS		STD		
2448306.300000	8.700000			Vis.	SJQ						No		G				AA CAS		STD		
2448306.300000	8.300000			Vis.	KOS						No		G				AA CAS		STD		
2448311.310000	8.500000			Vis.	VED						No		G				AA CAS		STD		
2448319.330000	8.500000			Vis.	VED						No		G				AA CAS		STD		
2448326.360000	8.600000			Vis.	VED						No		G				AA CAS		STD		
2448331.300000	8.900000			Vis.	PPS						No		G				AA CAS		STD		
2448331.330000	9.100000			Vis.	PMR						No		G				AA CAS		STD		
2448341.300000	8.800000			Vis.	SKV						No		G				AA CAS		STD		
2448341.430000	8.800000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448343.320000	9.200000			Vis.	PMR						No		G				AA CAS		STD		
2448346.630000	8.900000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448355.500000	9.000000			Vis.	MZS						No		G				AA CAS		STD		
2448356.430000	8.700000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448362.370000	8.900000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448366.420000	8.800000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448382.440000	8.400000			Vis.	BHS		NA		NA		No		P				AA CAS		STD		
2448385.400000	8.200000			Vis.	MZS						No		G				AA CAS		STD		
2448402.400000	8.400000			Vis.	PPS						No		G				AA CAS		STD		
2448407.490000	8.600000			Vis.	GRL						No		G				AA CAS		STD		
2448413.400000	8.700000			Vis.	MZS						No		G				AA CAS		STD		
2448417.500000	8.700000			Vis.	TPS						No		G				AA CAS		STD		
2448418.500000	8.900000			Vis.	KOS						No		G				AA CAS		STD		
2448421.500000	8.200000			Vis.	SJQ						No		G				AA CAS		STD		
2448423.400000	8.700000			Vis.	PPS						No		G				AA CAS		STD		
2448424.500000	9.000000			Vis.	SKV						No		G				AA CAS		STD		
2448427.500000	8.700000			Vis.	SJZ						No		G				AA CAS		STD		
2448429.400000	8.800000			Vis.	PPS						No		G				AA CAS		STD		
2448431.500000	9.100000			Vis.	KOS						No		G				AA CAS		STD		
2448441.300000	8.800000			Vis.	PPS						No		G				AA CAS		STD		
2448444.400000	9.100000			Vis.	KOS						No		G				AA CAS		STD		
2448444.500000	8.200000			Vis.	SJZ						No		G				AA CAS		STD		
2448446.500000	8.700000			Vis.	SKV						No		G				AA CAS		STD		
2448454.300000	8.600000			Vis.	PPS						No		G				AA CAS		STD		
2448460.500000	8.300000			Vis.	VED						No		G				AA CAS		STD		
2448461.300000	8.600000			Vis.	PPS						No		G				AA CAS		STD		
2448461.500000	8.800000			Vis.	KOS						No		G				AA CAS		STD		
2448464.430000	8.200000			Vis.	PMR						No		G				AA CAS		STD		
2448469.470000	8.500000			Vis.	GRL						No		G				AA CAS		STD		
2448470.390000	8.600000			Vis.	PMR						No		G				AA CAS		STD		
2448474.380000	8.600000			Vis.	PMR						No		G				AA CAS		STD		
2448474.450000	8.300000			Vis.	VED						No		G				AA CAS		STD		
2448475.300000	8.600000			Vis.	PPS						No		G				AA CAS		STD		
2448477.400000	8.200000			Vis.	SJZ						No		G				AA CAS		STD		
2448480.400000	8.700000			Vis.	SJQ						No		G				AA CAS		STD		
2448480.400000	8.800000			Vis.	MZS						No		G				AA CAS		STD		
2448482.400000	8.900000			Vis.	PMR						No		G				AA CAS		STD		
2448483.490000	8.600000			Vis.	GRL						No		G				AA CAS		STD		
2448484.400000	8.800000			Vis.	VED						No		G				AA CAS		STD		
2448485.400000	9.000000			Vis.	KOS						No		G				AA CAS		STD		
2448487.390000	9.000000			Vis.	PMR						No		G				AA CAS		STD		
2448487.490000	8.600000			Vis.	GRL						No		G				AA CAS		STD		
2448494.400000	9.000000			Vis.	VED						No		G				AA CAS		STD		
2448495.500000	8.800000			Vis.	GRL						No		G				AA CAS		STD		
2448499.410000	9.100000			Vis.	PMR						No		G				AA CAS		STD		
2448500.400000	8.900000			Vis.	SJQ						No		G				AA CAS		STD		
2448500.620000	9.100000			Vis.	GRL						No		G				AA CAS		STD		
2448502.400000	8.800000			Vis.	SJZ						No		G				AA CAS		STD		
2448502.400000	9.100000			Vis.	KOS						No		G				AA CAS		STD		
