2454410.7878156,10.973,0.02,,I,JM,,10.306,11.163,e050220,MaximDL 10.318 11.186 11.507,No,,G,,,,SS Cyg
2454410.7890606,12.785,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.430 12.492 12.883,No,,G,,,,SS Cyg
2454410.7900502,12.071,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.880 11.893 12.269,No,,G,,,,SS Cyg
2454410.7908662,11.518,0.02,,R,JM,,10.590,11.507,e050220,MaximDL 10.577 11.541 11.916,No,,G,,,,SS Cyg
2454410.7916822,10.992,0.02,,I,JM,,10.306,11.163,e050220,MaximDL 10.305 11.175 11.531,No,,G,,,,SS Cyg
2454410.7929264,12.818,0.02,,B,JM,,11.421,12.486,e050220,MaximDL 11.436 12.506 12.863,No,,G,,,,SS Cyg
2454410.7939161,12.127,0.02,,V,JM,,10.897,11.866,e050220,MaximDL 10.883 11.884 12.275,No,,G,,,,SS Cyg
2454411.25,11.9,,,Vis.,MOK,,NA,,NA,,No,,P,,,,SS Cyg
2454411.2743,12.3,,,Vis.,FMR,,118,123,S D 93,,No,,P,,,,SS Cyg
2454411.3055,11.9,,,Vis.,EPE,,118,123,SC10/93,,No,,P,,,,SS Cyg
2454411.3264,12.2,,,Vis.,MUY,,119,123,E050220,,No,,G,,,,SS Cyg
2454411.5021,12.0,,,Vis.,BRJ,,119,123,040314,,No,,G,,,,SS Cyg
2454411.52222,12.2,,,Vis.,CCY,,119,123,071028,,No,,G,,,,SS Cyg
2454411.53864,12.092,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
2454411.53958,12.074,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
2454411.54049,12.06,0.005,,V,GTZ,,109,119,050220,,No,1.02,G,,,,SS Cyg
2454411.54051,12.070,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
2454411.54145,12.060,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
2454411.54238,12.046,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
2454411.54331,12.052,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
2454411.54425,12.035,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
2454411.54518,12.036,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
2454411.54611,12.031,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
2454411.54705,12.003,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
2454411.54798,12.022,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
2454411.54892,11.997,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
2454411.54985,11.998,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
2454411.55078,11.958,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
2454411.55171,11.967,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
2454411.55264,11.972,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
2454411.55358,11.987,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
2454411.5542,12.2,,,Vis.,CGF,,119,123,070723,,No,,G,,,,SS Cyg
2454411.55451,11.986,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
2454411.55544,11.951,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
2454411.55637,12.040,0.01,,V,CMP,,11.866,,050220,,No,1.06,G,,,,SS Cyg
