GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
VStar,org.aavso.tools.vstar.vela,VeLaInterpreter,705,3514,84,306,101,620,79,208,5,59
VStar,org.aavso.tools.vstar.vela,AST,354,172,43,11,79,52,34,22,10,19
VStar,org.aavso.tools.vstar.util.period,PeriodAnalysisCoordinateType,92,87,23,5,29,29,17,9,4,8
VStar,org.aavso.tools.vstar.ui.dialog,AbstractOkCancelDialog,29,147,2,0,12,36,5,9,4,9
VStar,org.aavso.tools.vstar.ui.dialog,DelimitedFieldFileSaveChooser.new ActionListener() {...},12,6,2,0,3,1,2,1,1,1
VStar,org.aavso.tools.vstar.ui.dialog,PlotControlDialog,544,0,4,0,124,0,19,0,17,0
VStar,org.aavso.tools.vstar.ui.dialog,AboutBox,280,214,1,1,60,56,5,2,4,2
VStar,org.aavso.tools.vstar.ui.dialog,ObservationDetailsDialog,185,0,4,0,45,0,9,0,7,0
VStar,org.aavso.tools.vstar.ui.dialog,PlotControlDialog.new ActionListener() {...},10,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,PlotControlDialog.new ActionListener() {...},10,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,PlotControlDialog.new ActionListener() {...},10,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,PlotControlDialog.new ActionListener() {...},10,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,PlotControlDialog.new ActionListener() {...},10,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,PlotControlDialog.new ActionListener() {...},10,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,SaveChooser,123,78,34,10,29,19,25,2,4,1
VStar,org.aavso.tools.vstar.ui.dialog,LoginDialog,206,0,4,0,49,0,12,0,10,0
VStar,org.aavso.tools.vstar.ui.dialog,FileExtensionFilter,0,74,0,8,0,20,0,7,0,3
VStar,org.aavso.tools.vstar.ui.dialog,AdditiveLoadFileOrUrlChooser.new ActionListener() {...},21,0,2,0,4,0,3,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,AdditiveLoadFileOrUrlChooser.new ActionListener() {...},52,0,4,0,7,0,4,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,AdditiveLoadFileOrUrlChooser.new ActionListener() {...},45,0,4,0,7,0,4,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,StarSelectorDialog,811,0,24,0,182,0,49,0,37,0
VStar,org.aavso.tools.vstar.ui.dialog,MultiEntryComponentDialog,112,156,21,15,28,37,21,8,7,4
VStar,org.aavso.tools.vstar.ui.dialog,PhaseDialog.new Listener() {...},41,0,4,0,9,0,5,0,3,0
VStar,org.aavso.tools.vstar.ui.dialog,PhaseDialog.new ActionListener() {...},28,0,0,0,7,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,PhaseDialog.new ActionListener() {...},45,0,0,0,10,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,PhaseDialog.new Listener() {...},30,0,0,0,8,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.dialog,RadioButtonDialog,19,127,1,3,6,33,3,6,2,5
VStar,org.aavso.tools.vstar.ui.dialog,StarSelectorDialog.new ActionListener() {...},83,0,10,0,23,0,7,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,StarSelectorDialog.new ActionListener() {...},7,0,0,0,2,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,StarSelectorDialog.new DocumentListener() {...},55,0,4,0,19,0,7,0,5,0
VStar,org.aavso.tools.vstar.ui.dialog,StarSelectorDialog.new ActionListener() {...},33,0,2,0,7,0,3,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,NumberFieldBase,10,58,1,1,3,18,3,9,2,9
VStar,org.aavso.tools.vstar.ui.dialog,AboutBox.new ActionListener() {...},14,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,TextArea,51,65,4,4,14,18,13,4,9,4
VStar,org.aavso.tools.vstar.ui.dialog,LoadChooser,125,53,19,7,29,15,19,2,7,1
VStar,org.aavso.tools.vstar.ui.dialog,AuthCodeLoginDialog,213,0,2,0,54,0,12,0,11,0
VStar,org.aavso.tools.vstar.ui.dialog,ObservationDetailsDialog.new ActionListener() {...},14,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,ObservationDetailsDialog.new ActionListener() {...},63,0,0,0,21,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,ObservationDetailsDialog.new Listener() {...},37,0,6,0,7,0,6,0,3,0
VStar,org.aavso.tools.vstar.ui.dialog,SelectableTextField,89,0,2,0,26,0,13,0,12,0
VStar,org.aavso.tools.vstar.ui.dialog,LoginDialog.new ActionListener() {...},10,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,PolynomialDegreeDialog,38,133,3,1,10,33,4,5,2,5
VStar,org.aavso.tools.vstar.ui.dialog,StarGroupSelectionPane.new ActionListener() {...},25,0,2,0,7,0,3,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,StarGroupSelectionPane.new ActionListener() {...},44,0,6,0,8,0,5,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,MessageBox,296,0,26,0,89,0,26,0,13,0
VStar,org.aavso.tools.vstar.ui.dialog,PNGImageFileSaveChooser,30,23,6,0,5,6,5,1,2,1
VStar,org.aavso.tools.vstar.ui.dialog,DiscrepantReportDialog,34,188,3,1,11,48,4,6,2,6
VStar,org.aavso.tools.vstar.ui.dialog,LongField,59,0,10,0,14,0,9,0,4,0
VStar,org.aavso.tools.vstar.ui.dialog,AdditiveLoadFileOrUrlChooser,448,0,20,0,106,0,32,0,22,0
VStar,org.aavso.tools.vstar.ui.dialog,PhaseParameterDialog,171,154,24,0,53,39,18,7,6,7
VStar,org.aavso.tools.vstar.ui.dialog,StarGroupSelectionPane,741,0,110,0,178,0,85,0,30,0
VStar,org.aavso.tools.vstar.ui.dialog,Checkbox,48,0,2,0,14,0,10,0,9,0
VStar,org.aavso.tools.vstar.ui.dialog,StarSelectorDialog.UpdateListener,13,0,0,0,4,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.dialog,IntegerField,9,53,4,6,5,11,4,5,0,4
VStar,org.aavso.tools.vstar.ui.dialog,DoubleField,2,59,0,10,1,14,0,8,0,3
VStar,org.aavso.tools.vstar.ui.dialog,AbstractOkCancelDialog.new ActionListener() {...},4,6,0,0,2,1,1,1,1,1
VStar,org.aavso.tools.vstar.ui.dialog,AbstractOkCancelDialog.new ActionListener() {...},11,6,0,0,4,1,1,1,1,1
VStar,org.aavso.tools.vstar.ui.dialog,AbstractOkCancelDialog.new ActionListener() {...},4,6,0,0,2,1,1,1,1,1
VStar,org.aavso.tools.vstar.ui.dialog,DateToJdDialog,157,485,25,11,39,93,21,13,3,13
VStar,org.aavso.tools.vstar.ui.dialog,AuthCodeLoginDialog.new ActionListener() {...},10,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,AuthCodeLoginDialog.new ActionListener() {...},14,0,0,0,3,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.dialog,TextField,30,48,2,2,9,15,8,5,6,5
VStar,org.aavso.tools.vstar.ui.dialog,DelimitedFieldFileSaveChooser,91,228,10,8,22,47,13,6,6,4
VStar,org.aavso.tools.vstar.ui.dialog,DateToJdDialog.DoubleFieldSeconds,0,31,0,2,0,7,0,3,0,2
VStar,org.aavso.tools.vstar.ui.dialog,InfoDialog,408,9,23,1,100,4,16,1,4,1
VStar,org.aavso.tools.vstar.ui.dialog,SeriesTypeCreationDialog,61,134,4,0,14,29,3,4,1,4
VStar,org.aavso.tools.vstar.ui.dialog,PhaseDialog,230,0,8,0,55,0,13,0,9,0
VStar,org.aavso.tools.vstar.ui.dialog,TextAreaTabs,227,0,26,0,48,0,23,0,10,0
VStar,org.aavso.tools.vstar.ui.dialog,DateToJdDialog.new ActionListener() {...},4,6,0,0,2,1,1,1,1,1
VStar,org.aavso.tools.vstar.ui.dialog,TextDialog,56,212,8,12,16,46,10,10,5,5
VStar,org.aavso.tools.vstar.ui.dialog,LogDialog,214,0,2,0,57,0,6,0,5,0
VStar,org.aavso.tools.vstar.ui.mediator.message,MultipleObservationSelectionMessage,10,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.mediator.message,ExcludedObservationMessage,10,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.mediator.message,PeriodChangeMessage,10,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.mediator.message,ProgressType,0,45,0,0,0,8,0,1,0,1
VStar,org.aavso.tools.vstar.ui.mediator.message,SeriesVisibilityChangeMessage,10,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.mediator.message,ProgressInfo,0,57,0,0,0,15,0,5,0,5
VStar,org.aavso.tools.vstar.ui.mediator.message,ZoomRequestMessage,0,10,0,0,0,4,0,2,0,2
VStar,org.aavso.tools.vstar.ui.mediator.message,ObservationSelectionMessage,10,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.mediator.message,PanRequestMessage,0,10,0,0,0,4,0,2,0,2
VStar,org.aavso.tools.vstar.ui.mediator.message,UndoActionMessage,16,0,0,0,6,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.mediator.message,HarmonicSearchResultMessage,32,0,0,0,12,0,6,0,6,0
VStar,org.aavso.tools.vstar.ui.mediator.message,PanType,0,27,0,0,0,2,0,1,0,1
VStar,org.aavso.tools.vstar.ui.mediator.message,ModelSelectionMessage,10,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.mediator.message,PeriodAnalysisRefinementMessage,22,0,0,0,8,0,4,0,4,0
VStar,org.aavso.tools.vstar.ui.mediator.message,PeriodAnalysisSelectionMessage,16,0,0,0,6,0,3,0,3,0
VStar,org.aavso.tools.vstar.ui.mediator.message,PhaseSelectionMessage,22,0,0,0,8,0,4,0,4,0
VStar,org.aavso.tools.vstar.ui.mediator.message,MeanSourceSeriesChangeMessage,10,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.mediator.message,FilteredObservationMessage,39,0,2,0,11,0,5,0,4,0
VStar,org.aavso.tools.vstar.ui.mediator.message,StopRequestMessage,4,0,0,0,2,0,1,0,1,0
VStar,org.aavso.tools.vstar.ui.mediator.message,ZoomType,0,21,0,0,0,2,0,1,0,1
VStar,org.aavso.tools.vstar.ui.mediator.message,MessageBase,0,16,0,0,0,7,0,4,0,4
VStar,org.aavso.tools.vstar.ui.mediator.message,PhaseChangeMessage,81,0,6,0,19,0,8,0,5,0
VStar,org.aavso.tools.vstar.ui.mediator.message,UndoableActionType,55,0,8,0,18,0,9,0,3,0
VStar,org.aavso.tools.vstar.ui.mediator.message,NewStarMessage,33,32,0,0,13,11,10,2,10,2
VStar,org.aavso.tools.vstar.ui.mediator.message,AnalysisTypeChangeMessage,33,0,0,0,12,0,6,0,6,0
VStar,org.aavso.tools.vstar.ui.mediator.message,StarGroupChangedMessage,4,0,0,0,2,0,1,0,1,0
VStar,org.aavso.tools.vstar.ui.mediator.message,DiscrepantObservationMessage,10,0,0,0,4,0,2,0,2,0
VStar,org.aavso.tools.vstar.ui.mediator.message,ModelCreationMessage,10,0,0,0,4,0,2,0,2,0
